ADDR,DATA
0x1C5,0x5B
0x1C6,0x58
0x1C7,0x55
0x1C8,0x51
0x1C9,0x4E
0x1CA,0x4B
0x1CB,0x49
0x1CC,0x48
0x1CD,0x4A
0x1CE,0x4C
0x1CF,0x4F
0x1D0,0x52
0x1D1,0x55
0x1D2,0x56
0x1D3,0x58
0x1D4,0x5A
0x1D5,0x5D
0x1D6,0x62
0x1D7,0x6A
0x1D8,0x72
0x1D9,0x7B
0x1DA,0x84
0x1DB,0x8B
0x1DC,0x92
0x1DD,0x97
0x1DE,0x9B
0x1DF,0x9E
0x1E0,0xA0
0x1E1,0xA0
0x1E2,0x9F
0x1E3,0x9B
0x1E4,0x95
0x1E5,0x8D
0x1E6,0x84
0x1E7,0x7B
0x1E8,0x72
0x1E9,0x6B
0x1EA,0x64
0x1EB,0x5F
0x1EC,0x5C
0x1ED,0x5A
0x1EE,0x5B
0x1EF,0x5D
0x1F0,0x61
0x1F1,0x67
0x1F2,0x6D
0x1F3,0x74
0x1F4,0x7A
0x1F5,0x7F
0x1F6,0x81
0x1F7,0x82
0x1F8,0x81
0x1F9,0x7F
0x1FA,0x7C
0x1FB,0x7A
0x1FC,0x7A
0x1FD,0x7A
0x1FE,0x7C
0x1FF,0x80
0x200,0x91
0x201,0x8E
0x202,0x89
0x203,0x84
0x204,0x80
0x205,0x7D
0x206,0x7C
0x207,0x7D
0x208,0x81
0x209,0x86
0x20A,0x8C
0x20B,0x93
0x20C,0x99
0x20D,0x9E
0x20E,0xA1
0x20F,0xA3
0x210,0xA3
0x211,0xA2
0x212,0xA0
0x213,0x9D
0x214,0x9B
0x215,0x98
0x216,0x96
0x217,0x93
0x218,0x90
0x219,0x8D
0x21A,0x89
0x21B,0x85
0x21C,0x82
0x21D,0x80
0x21E,0x7F
0x21F,0x81
0x220,0x84
0x221,0x88
0x222,0x8C
0x223,0x91
0x224,0x95
0x225,0x98
0x226,0x9C
0x227,0x9E
0x228,0x9E
0x229,0x9D
0x22A,0x9B
0x22B,0x97
0x22C,0x94
0x22D,0x91
0x22E,0x90
0x22F,0x91
0x230,0x92
0x231,0x93
0x232,0x93
0x233,0x92
0x234,0x91
0x235,0x8F
0x236,0x8C
0x237,0x8B
0x238,0x8B
0x239,0x8C
0x23A,0x8F
0x23B,0x92
0x23C,0x96
0x23D,0x99
0x23E,0x9B
0x23F,0x9B
0x240,0x9A
0x241,0x99
0x242,0x97
0x243,0x97
0x244,0x97
0x245,0x97
0x246,0x97
0x247,0x96
0x248,0x95
0x249,0x93
0x24A,0x91
0x24B,0x8F
0x24C,0x8D
0x24D,0x8B
0x24E,0x89
0x24F,0x86
0x250,0x82
0x251,0x7E
0x252,0x7A
0x253,0x76
0x254,0x71
0x255,0x6C
0x256,0x67
0x257,0x60
0x258,0x5A
0x259,0x52
0x25A,0x4B
0x25B,0x44
0x25C,0x3D
0x25D,0x39
0x25E,0x37
0x25F,0x37
0x260,0x38
0x261,0x3B
0x262,0x3D
0x263,0x3E
0x264,0x40
0x265,0x41
0x266,0x42
0x267,0x43
0x268,0x45
0x269,0x49
0x26A,0x4D
0x26B,0x52
0x26C,0x58
0x26D,0x5E
0x26E,0x64
0x26F,0x6A
0x270,0x70
0x271,0x76
0x272,0x7C
0x273,0x83
0x274,0x89
0x275,0x8F
0x276,0x93
0x277,0x96
0x278,0x99
0x279,0x9B
0x27A,0x9C
0x27B,0x9E
0x27C,0x9F
0x27D,0x9F
0x27E,0x9F
0x27F,0x9E
0x280,0x9C
0x281,0x9B
0x282,0x9C
0x283,0x9E
0x284,0xA1
0x285,0xA4
0x286,0xA7
0x287,0xA9
0x288,0xA8
0x289,0xA6
0x28A,0xA4
0x28B,0xA0
0x28C,0x9D
0x28D,0x9A
0x28E,0x97
0x28F,0x95
0x290,0x94
0x291,0x94
0x292,0x95
0x293,0x96
0x294,0x97
0x295,0x98
0x296,0x98
0x297,0x99
0x298,0x99
0x299,0x9A
0x29A,0x9C
0x29B,0x9E
0x29C,0x9F
0x29D,0xA1
0x29E,0xA3
0x29F,0xA4
0x2A0,0xA3
0x2A1,0xA1
0x2A2,0x9D
0x2A3,0x98
0x2A4,0x91
0x2A5,0x8A
0x2A6,0x83
0x2A7,0x7D
0x2A8,0x77
0x2A9,0x71
0x2AA,0x6D
0x2AB,0x69
0x2AC,0x66
0x2AD,0x63
0x2AE,0x61
0x2AF,0x60
0x2B0,0x60
0x2B1,0x61
0x2B2,0x61
0x2B3,0x61
0x2B4,0x5E
0x2B5,0x5B
0x2B6,0x57
0x2B7,0x52
0x2B8,0x4F
0x2B9,0x4D
0x2BA,0x4D
0x2BB,0x4D
0x2BC,0x4D
0x2BD,0x4D
0x2BE,0x4E
0x2BF,0x4F
0x2C0,0x51
0x2C1,0x55
0x2C2,0x5B
0x2C3,0x61
0x2C4,0x67
0x2C5,0x6D
0x2C6,0x71
0x2C7,0x76
0x2C8,0x7A
0x2C9,0x7F
0x2CA,0x85
0x2CB,0x8C
0x2CC,0x94
0x2CD,0x9B
0x2CE,0xA1
0x2CF,0xA5
0x2D0,0xA6
0x2D1,0xA5
0x2D2,0xA0
0x2D3,0x99
0x2D4,0x91
0x2D5,0x88
0x2D6,0x80
0x2D7,0x78
0x2D8,0x72
0x2D9,0x6B
0x2DA,0x66
0x2DB,0x60
0x2DC,0x5C
0x2DD,0x5A
0x2DE,0x5A
0x2DF,0x5D
0x2E0,0x61
0x2E1,0x68
0x2E2,0x6F
0x2E3,0x76
0x2E4,0x7D
0x2E5,0x82
0x2E6,0x86
0x2E7,0x88
0x2E8,0x89
0x2E9,0x89
0x2EA,0x88
0x2EB,0x85
0x2EC,0x82
0x2ED,0x7F
0x2EE,0x7D
0x2EF,0x7D
0x2F0,0x7E
0x2F1,0x81
0x2F2,0x85
0x2F3,0x89
0x2F4,0x8C
0x2F5,0x8F
0x2F6,0x90
0x2F7,0x91
0x2F8,0x91
0x2F9,0x91
0x2FA,0x92
0x2FB,0x94
0x2FC,0x98
0x2FD,0x9D
0x2FE,0xA2
0x2FF,0xA7
0x300,0xAA
0x301,0xAC
0x302,0xAC
0x303,0xAA
0x304,0xA7
0x305,0xA4
0x306,0xA1
0x307,0x9F
0x308,0x9E
0x309,0x9E
0x30A,0x9E
0x30B,0x9E
0x30C,0x9D
0x30D,0x9B
0x30E,0x97
0x30F,0x92
0x310,0x8D
0x311,0x87
0x312,0x81
0x313,0x7C
0x314,0x79
0x315,0x78
0x316,0x7B
0x317,0x7F
0x318,0x84
0x319,0x89
0x31A,0x8D
0x31B,0x90
0x31C,0x93
0x31D,0x96
0x31E,0x99
0x31F,0x9C
0x320,0x9E
0x321,0x9F
0x322,0x9F
0x323,0x9E
0x324,0x9C
0x325,0x9A
0x326,0x97
0x327,0x94
0x328,0x8F
0x329,0x8B
0x32A,0x86
0x32B,0x82
0x32C,0x7E
0x32D,0x7D
0x32E,0x7D
0x32F,0x80
0x330,0x84
0x331,0x89
0x332,0x8E
0x333,0x92
0x334,0x96
0x335,0x97
0x336,0x97
0x337,0x96
0x338,0x94
0x339,0x93
0x33A,0x94
0x33B,0x94
0x33C,0x96
0x33D,0x97
0x33E,0x97
0x33F,0x96
0x340,0x93
0x341,0x90
0x342,0x8E
0x343,0x8C
0x344,0x8C
0x345,0x8B
0x346,0x8B
0x347,0x8C
0x348,0x8D
0x349,0x8E
0x34A,0x8F
0x34B,0x91
0x34C,0x93
0x34D,0x95
0x34E,0x97
0x34F,0x98
0x350,0x98
0x351,0x98
0x352,0x98
0x353,0x97
0x354,0x96
0x355,0x97
0x356,0x97
0x357,0x97
0x358,0x97
0x359,0x96
0x35A,0x94
0x35B,0x91
0x35C,0x8E
0x35D,0x8B
0x35E,0x88
0x35F,0x87
0x360,0x85
0x361,0x84
0x362,0x82
0x363,0x7E
0x364,0x7A
0x365,0x73
0x366,0x6B
0x367,0x62
0x368,0x59
0x369,0x51
0x36A,0x4B
0x36B,0x47
0x36C,0x44
0x36D,0x42
0x36E,0x40
0x36F,0x3E
0x370,0x3D
0x371,0x3C
0x372,0x3B
0x373,0x3B
0x374,0x3C
0x375,0x3D
0x376,0x3D
0x377,0x3E
0x378,0x3F
0x379,0x41
0x37A,0x45
0x37B,0x4B
0x37C,0x51
0x37D,0x57
0x37E,0x5D
0x37F,0x62
0x380,0x67
0x381,0x6D
0x382,0x72
0x383,0x79
0x384,0x80
0x385,0x87
0x386,0x8C
0x387,0x91
0x388,0x94
0x389,0x96
0x38A,0x97
0x38B,0x96
0x38C,0x95
0x38D,0x95
0x38E,0x95
0x38F,0x96
0x390,0x98
0x391,0x9A
0x392,0x9D
0x393,0xA0
0x394,0xA3
0x395,0xA5
0x396,0xA5
0x397,0xA5
0x398,0xA3
0x399,0xA1
0x39A,0x9E
0x39B,0x9C
0x39C,0x99
0x39D,0x98
0x39E,0x96
0x39F,0x96
0x3A0,0x96
0x3A1,0x95
0x3A2,0x95
0x3A3,0x94
0x3A4,0x92
0x3A5,0x91
0x3A6,0x91
0x3A7,0x92
0x3A8,0x95
0x3A9,0x98
0x3AA,0x9C
0x3AB,0x9F
0x3AC,0xA1
0x3AD,0xA2
0x3AE,0xA3
0x3AF,0xA2
0x3B0,0xA2
0x3B1,0xA0
0x3B2,0x9E
0x3B3,0x9A
0x3B4,0x95
0x3B5,0x8E
0x3B6,0x86
0x3B7,0x7E
0x3B8,0x77
0x3B9,0x72
0x3BA,0x6F
0x3BB,0x6D
0x3BC,0x6C
0x3BD,0x6B
0x3BE,0x69
0x3BF,0x67
0x3C0,0x64
0x3C1,0x63
0x3C2,0x61
0x3C3,0x60
0x3C4,0x5E
0x3C5,0x5B
0x3C6,0x58
0x3C7,0x55
