ADDR,DATA
0x000,0x80
0x001,0x7F
0x002,0x7F
0x003,0x7F
0x004,0x7F
0x005,0x7F
0x006,0x7E
0x007,0x7D
0x008,0x7D
0x009,0x7C
0x00A,0x7D
0x00B,0x7E
0x00C,0x7F
0x00D,0x80
0x00E,0x81
0x00F,0x82
0x010,0x83
0x011,0x84
0x012,0x84
0x013,0x85
0x014,0x86
0x015,0x87
0x016,0x87
0x017,0x88
0x018,0x89
0x019,0x89
0x01A,0x8A
0x01B,0x8A
0x01C,0x8A
0x01D,0x8A
0x01E,0x8B
0x01F,0x8C
0x020,0x8C
0x021,0x8D
0x022,0x8D
0x023,0x8C
0x024,0x8A
0x025,0x88
0x026,0x86
0x027,0x84
0x028,0x84
0x029,0x83
0x02A,0x83
0x02B,0x83
0x02C,0x83
0x02D,0x83
0x02E,0x84
0x02F,0x84
0x030,0x85
0x031,0x86
0x032,0x87
0x033,0x88
0x034,0x89
0x035,0x8B
0x036,0x8E
0x037,0x91
0x038,0x95
0x039,0x98
0x03A,0x9B
0x03B,0x9E
0x03C,0xA0
0x03D,0xA2
0x03E,0xA3
0x03F,0xA4
0x040,0xA5
0x041,0xA6
0x042,0xA7
0x043,0xA7
0x044,0xA8
0x045,0xA8
0x046,0xA7
0x047,0xA6
0x048,0xA4
0x049,0xA1
0x04A,0x9F
0x04B,0x9E
0x04C,0x9D
0x04D,0x9C
0x04E,0x9C
0x04F,0x9B
0x050,0x9B
0x051,0x99
0x052,0x98
0x053,0x95
0x054,0x92
0x055,0x8F
0x056,0x8B
0x057,0x87
0x058,0x83
0x059,0x7E
0x05A,0x7A
0x05B,0x77
0x05C,0x74
0x05D,0x71
0x05E,0x6E
0x05F,0x6B
0x060,0x68
0x061,0x64
0x062,0x60
0x063,0x5D
0x064,0x5B
0x065,0x5B
0x066,0x5C
0x067,0x5E
0x068,0x61
0x069,0x65
0x06A,0x69
0x06B,0x6C
0x06C,0x6E
0x06D,0x70
0x06E,0x71
0x06F,0x72
0x070,0x73
0x071,0x74
0x072,0x75
0x073,0x76
0x074,0x77
0x075,0x77
0x076,0x77
0x077,0x77
0x078,0x77
0x079,0x78
0x07A,0x79
0x07B,0x7A
0x07C,0x7B
0x07D,0x7D
0x07E,0x7E
0x07F,0x7F
0x080,0x81
0x081,0x83
0x082,0x85
0x083,0x87
0x084,0x89
0x085,0x8A
0x086,0x8A
0x087,0x89
0x088,0x88
0x089,0x86
0x08A,0x84
0x08B,0x83
0x08C,0x83
0x08D,0x84
0x08E,0x84
0x08F,0x85
0x090,0x84
0x091,0x84
0x092,0x82
0x093,0x82
0x094,0x81
0x095,0x81
0x096,0x82
0x097,0x84
0x098,0x87
0x099,0x89
0x09A,0x8C
0x09B,0x8F
0x09C,0x91
0x09D,0x93
0x09E,0x95
0x09F,0x97
0x0A0,0x99
0x0A1,0x9A
0x0A2,0x9A
0x0A3,0x9A
0x0A4,0x99
0x0A5,0x96
0x0A6,0x93
0x0A7,0x90
0x0A8,0x8C
0x0A9,0x89
0x0AA,0x86
0x0AB,0x83
0x0AC,0x7F
0x0AD,0x7C
0x0AE,0x78
0x0AF,0x74
0x0B0,0x70
0x0B1,0x6C
0x0B2,0x69
0x0B3,0x67
0x0B4,0x65
0x0B5,0x65
0x0B6,0x66
0x0B7,0x67
0x0B8,0x69
0x0B9,0x6A
0x0BA,0x6C
0x0BB,0x6E
0x0BC,0x6F
0x0BD,0x70
0x0BE,0x70
0x0BF,0x71
0x0C0,0x71
0x0C1,0x72
0x0C2,0x72
0x0C3,0x74
0x0C4,0x74
0x0C5,0x75
0x0C6,0x75
0x0C7,0x75
0x0C8,0x75
0x0C9,0x75
0x0CA,0x76
0x0CB,0x77
0x0CC,0x78
0x0CD,0x79
0x0CE,0x7A
0x0CF,0x7C
0x0D0,0x7D
0x0D1,0x7F
0x0D2,0x81
0x0D3,0x84
0x0D4,0x86
0x0D5,0x87
0x0D6,0x87
0x0D7,0x87
0x0D8,0x85
0x0D9,0x83
0x0DA,0x80
0x0DB,0x7E
0x0DC,0x7C
0x0DD,0x7A
0x0DE,0x78
0x0DF,0x76
0x0E0,0x73
0x0E1,0x6F
0x0E2,0x6B
0x0E3,0x66
