file,class,std,autocorr,entropy,f0
../data/addr_101000/samples/audios/raw_audio/1_raw_audio_101000.wav,audio,21778.6,0.949,5.69,67.4
../data/addr_101000/samples/audios/audio_out/chunk_64/sample_0.wav,audio,14937.0,0.963,5.08,172.3
../data/addr_101000/samples/audios/audio_out/chunk_64/sample_64.wav,audio,20876.8,0.987,5.21,172.3
../data/addr_101000/samples/audios/audio_out/chunk_64/sample_128.wav,audio,16992.0,0.922,5.16,172.3
../data/addr_101000/samples/audios/audio_out/chunk_64/sample_192.wav,audio,14348.3,0.962,4.75,172.3
../data/addr_101000/samples/audios/audio_out/chunk_64/sample_256.wav,audio,19889.1,0.981,5.22,172.3
../data/addr_101000/samples/audios/audio_out/chunk_64/sample_320.wav,audio,18015.3,0.942,5.28,172.3
../data/addr_101000/samples/audios/audio_out/chunk_64/sample_384.wav,audio,13685.5,0.96,5.03,172.3
../data/addr_101000/samples/audios/audio_out/chunk_64/sample_448.wav,audio,19434.9,0.981,5.18,172.3
../data/addr_101000/samples/audios/audio_out/chunk_64/sample_512.wav,audio,14937.0,0.963,5.08,172.3
../data/addr_101000/samples/audios/audio_out/chunk_64/sample_576.wav,audio,20876.8,0.987,5.21,172.3
../data/addr_101000/samples/audios/audio_out/chunk_64/sample_640.wav,audio,16992.0,0.922,5.16,172.3
../data/addr_101000/samples/audios/audio_out/chunk_64/sample_704.wav,audio,14348.3,0.962,4.75,172.3
../data/addr_101000/samples/audios/audio_out/chunk_64/sample_768.wav,audio,19889.1,0.981,5.22,172.3
../data/addr_101000/samples/audios/audio_out/chunk_64/sample_832.wav,audio,18015.3,0.942,5.28,172.3
../data/addr_101000/samples/audios/audio_out/chunk_64/sample_896.wav,audio,13685.5,0.96,5.03,172.3
../data/addr_101000/samples/audios/audio_out/chunk_64/sample_960.wav,audio,19434.9,0.981,5.18,172.3
../data/addr_101000/samples/audios/audio_out/chunk_64/sample_1024.wav,audio,20698.6,0.992,5.1,172.3
../data/addr_101000/samples/audios/audio_out/chunk_64/sample_1088.wav,audio,17039.5,0.906,5.11,172.3
../data/addr_101000/samples/audios/audio_out/chunk_64/sample_1152.wav,audio,13712.3,0.969,4.99,172.3
../data/addr_101000/samples/audios/audio_out/chunk_64/sample_1216.wav,audio,19249.3,0.99,5.19,172.3
../data/addr_101000/samples/audios/audio_out/chunk_64/sample_1280.wav,audio,17702.1,0.912,5.4,172.3
../data/addr_101000/samples/audios/audio_out/chunk_64/sample_1344.wav,audio,15348.8,0.977,5.09,172.3
../data/addr_101000/samples/audios/audio_out/chunk_64/sample_1408.wav,audio,19023.8,0.989,4.85,172.3
../data/addr_101000/samples/audios/audio_out/chunk_64/sample_1472.wav,audio,18584.6,0.923,5.2,172.3
../data/addr_101000/samples/audios/audio_out/chunk_64/sample_1536.wav,audio,20698.6,0.992,5.1,172.3
../data/addr_101000/samples/audios/audio_out/chunk_64/sample_1600.wav,audio,17039.5,0.906,5.11,172.3
../data/addr_101000/samples/audios/audio_out/chunk_64/sample_1664.wav,audio,13712.3,0.969,4.99,172.3
../data/addr_101000/samples/audios/audio_out/chunk_64/sample_1728.wav,audio,19249.3,0.99,5.19,172.3
../data/addr_101000/samples/audios/audio_out/chunk_64/sample_1792.wav,audio,17702.1,0.912,5.4,172.3
../data/addr_101000/samples/audios/audio_out/chunk_64/sample_1856.wav,audio,15348.8,0.977,5.09,172.3
../data/addr_101000/samples/audios/audio_out/chunk_64/sample_1920.wav,audio,19023.8,0.989,4.85,172.3
../data/addr_101000/samples/audios/audio_out/chunk_64/sample_1984.wav,audio,18584.6,0.923,5.2,172.3
../data/addr_101000/samples/audios/audio_out/chunk_64/sample_2048.wav,audio,17967.5,0.917,5.26,172.3
../data/addr_101000/samples/audios/audio_out/chunk_64/sample_2112.wav,audio,13793.0,0.979,4.79,172.3
../data/addr_101000/samples/audios/audio_out/chunk_64/sample_2176.wav,audio,18607.2,0.989,5.06,172.3
../data/addr_101000/samples/audios/audio_out/chunk_64/sample_2240.wav,audio,18429.8,0.91,5.05,172.3
../data/addr_101000/samples/audios/audio_out/chunk_64/sample_2304.wav,audio,13590.1,0.979,4.55,172.3
../data/addr_101000/samples/audios/audio_out/chunk_64/sample_2368.wav,audio,18476.3,0.987,5.38,172.3
../data/addr_101000/samples/audios/audio_out/chunk_64/sample_2432.wav,audio,16058.7,0.886,5.02,172.3
../data/addr_101000/samples/audios/audio_out/chunk_64/sample_2496.wav,audio,14515.6,0.982,5.2,172.3
../data/addr_101000/samples/audios/audio_out/chunk_64/sample_2560.wav,audio,17967.5,0.917,5.26,172.3
../data/addr_101000/samples/audios/audio_out/chunk_64/sample_2624.wav,audio,13793.0,0.979,4.79,172.3
../data/addr_101000/samples/audios/audio_out/chunk_64/sample_2688.wav,audio,18607.2,0.989,5.06,172.3
../data/addr_101000/samples/audios/audio_out/chunk_64/sample_2752.wav,audio,18429.8,0.91,5.05,172.3
../data/addr_101000/samples/audios/audio_out/chunk_64/sample_2816.wav,audio,13590.1,0.979,4.55,172.3
../data/addr_101000/samples/audios/audio_out/chunk_64/sample_2880.wav,audio,18476.3,0.987,5.38,172.3
../data/addr_101000/samples/audios/audio_out/chunk_64/sample_2944.wav,audio,16058.7,0.886,5.02,172.3
../data/addr_101000/samples/audios/audio_out/chunk_64/sample_3008.wav,audio,14515.6,0.982,5.2,172.3
../data/addr_101000/samples/audios/audio_out/chunk_64/sample_3072.wav,audio,18397.6,0.989,5.25,172.3
../data/addr_101000/samples/audios/audio_out/chunk_64/sample_3136.wav,audio,13576.6,0.965,4.93,172.3
../data/addr_101000/samples/audios/audio_out/chunk_128/sample_0.wav,audio,18485.6,0.994,5.46,86.1
../data/addr_101000/samples/audios/audio_out/chunk_128/sample_64.wav,audio,16618.2,0.975,5.48,86.1
../data/addr_101000/samples/audios/audio_out/chunk_128/sample_128.wav,audio,15717.0,0.995,5.36,86.1
../data/addr_101000/samples/audios/audio_out/chunk_128/sample_192.wav,audio,18575.6,0.995,5.33,86.1
../data/addr_101000/samples/audios/audio_out/chunk_128/sample_256.wav,audio,16219.1,0.977,5.45,86.1
../data/addr_101000/samples/audios/audio_out/chunk_128/sample_320.wav,audio,15685.2,0.994,5.5,86.1
../data/addr_101000/samples/audios/audio_out/chunk_128/sample_384.wav,audio,18691.8,0.995,5.42,86.1
../data/addr_101000/samples/audios/audio_out/chunk_128/sample_448.wav,audio,18284.8,0.995,5.45,86.1
../data/addr_101000/samples/audios/audio_out/chunk_128/sample_512.wav,audio,18485.6,0.994,5.46,86.1
../data/addr_101000/samples/audios/audio_out/chunk_128/sample_576.wav,audio,16618.2,0.975,5.48,86.1
../data/addr_101000/samples/audios/audio_out/chunk_128/sample_640.wav,audio,15717.0,0.995,5.36,86.1
../data/addr_101000/samples/audios/audio_out/chunk_128/sample_704.wav,audio,18575.6,0.995,5.33,86.1
../data/addr_101000/samples/audios/audio_out/chunk_128/sample_768.wav,audio,16219.1,0.977,5.45,86.1
../data/addr_101000/samples/audios/audio_out/chunk_128/sample_832.wav,audio,15685.2,0.994,5.5,86.1
../data/addr_101000/samples/audios/audio_out/chunk_128/sample_896.wav,audio,18691.8,0.995,5.42,86.1
../data/addr_101000/samples/audios/audio_out/chunk_128/sample_960.wav,audio,18883.1,0.988,5.64,172.3
../data/addr_101000/samples/audios/audio_out/chunk_128/sample_1024.wav,audio,16736.2,0.985,5.36,86.1
../data/addr_101000/samples/audios/audio_out/chunk_128/sample_1088.wav,audio,17529.5,0.996,5.5,86.1
../data/addr_101000/samples/audios/audio_out/chunk_128/sample_1152.wav,audio,20455.1,0.994,5.45,86.1
../data/addr_101000/samples/audios/audio_out/chunk_128/sample_1216.wav,audio,16085.2,0.986,5.5,86.1
../data/addr_101000/samples/audios/audio_out/chunk_128/sample_1280.wav,audio,16172.2,0.996,5.67,86.1
../data/addr_101000/samples/audios/audio_out/chunk_128/sample_1344.wav,audio,19415.7,0.995,5.41,86.1
../data/addr_101000/samples/audios/audio_out/chunk_128/sample_1408.wav,audio,15902.7,0.991,5.37,86.1
