file,class,std,autocorr,entropy,f0
../data/addr_000000/samples/audios/audio_out/chunk_64/sample_0.wav,noise,7481.1,0.054,4.38,0
../data/addr_000000/samples/audios/audio_out/chunk_64/sample_64.wav,audio,13849.5,0.868,3.45,172.3
../data/addr_000000/samples/audios/audio_out/chunk_64/sample_128.wav,audio,12059.6,0.337,1.75,172.3
../data/addr_000000/samples/audios/audio_out/chunk_64/sample_192.wav,noise,9572.3,0.123,1.42,0
../data/addr_000000/samples/audios/audio_out/chunk_64/sample_256.wav,audio,7339.1,0.37,0.58,1378.1
../data/addr_000000/samples/audios/audio_out/chunk_64/sample_320.wav,noise,5306.1,-0.032,0.23,0
../data/addr_000000/samples/audios/audio_out/chunk_64/sample_384.wav,audio,22859.2,0.937,4.03,172.3
../data/addr_000000/samples/audios/audio_out/chunk_64/sample_512.wav,noise,16651.7,0.075,4.47,0
../data/addr_000000/samples/audios/audio_out/chunk_64/sample_576.wav,audio,13849.5,0.868,3.45,172.3
../data/addr_000000/samples/audios/audio_out/chunk_64/sample_640.wav,audio,12059.6,0.337,1.75,172.3
../data/addr_000000/samples/audios/audio_out/chunk_64/sample_704.wav,noise,9572.3,0.123,1.42,0
../data/addr_000000/samples/audios/audio_out/chunk_64/sample_768.wav,audio,7339.1,0.37,0.58,1378.1
../data/addr_000000/samples/audios/audio_out/chunk_64/sample_832.wav,noise,5306.1,-0.032,0.23,0
../data/addr_000000/samples/audios/audio_out/chunk_64/sample_896.wav,audio,22859.2,0.937,4.03,172.3
../data/addr_000000/samples/audios/audio_out/chunk_64/sample_2048.wav,noise,22152.7,-0.901,3.21,0
../data/addr_000000/samples/audios/audio_out/chunk_64/sample_2112.wav,noise,17876.7,-0.853,3.5,0
../data/addr_000000/samples/audios/audio_out/chunk_64/sample_2176.wav,noise,4763.1,-0.054,0.69,0
../data/addr_000000/samples/audios/audio_out/chunk_64/sample_2240.wav,noise,30125.3,-0.906,1.3,0
../data/addr_000000/samples/audios/audio_out/chunk_64/sample_2304.wav,noise,32735.0,-1.0,1.0,0
../data/addr_000000/samples/audios/audio_out/chunk_64/sample_2368.wav,noise,32530.8,-1.0,1.0,0
../data/addr_000000/samples/audios/audio_out/chunk_64/sample_2432.wav,noise,7616.6,-0.133,0.84,0
../data/addr_000000/samples/audios/audio_out/chunk_64/sample_2560.wav,noise,22152.7,-0.901,3.21,0
../data/addr_000000/samples/audios/audio_out/chunk_64/sample_2624.wav,noise,17876.7,-0.853,3.5,0
../data/addr_000000/samples/audios/audio_out/chunk_64/sample_2688.wav,noise,4763.1,-0.054,0.69,0
../data/addr_000000/samples/audios/audio_out/chunk_64/sample_2752.wav,noise,30125.3,-0.906,1.3,0
../data/addr_000000/samples/audios/audio_out/chunk_64/sample_2816.wav,noise,32735.0,-1.0,1.0,0
../data/addr_000000/samples/audios/audio_out/chunk_64/sample_2880.wav,noise,32530.8,-1.0,1.0,0
../data/addr_000000/samples/audios/audio_out/chunk_64/sample_2944.wav,noise,7616.6,-0.133,0.84,0
../data/addr_000000/samples/audios/audio_out/chunk_64/sample_3072.wav,audio,18507.5,0.908,5.94,172.3
../data/addr_000000/samples/audios/audio_out/chunk_64/sample_3136.wav,audio,18527.4,0.908,5.94,172.3
../data/addr_000000/samples/audios/audio_out/chunk_64/sample_3200.wav,audio,18518.7,0.908,5.94,172.3
../data/addr_000000/samples/audios/audio_out/chunk_64/sample_3264.wav,audio,18520.0,0.908,5.94,172.3
../data/addr_000000/samples/audios/audio_out/chunk_64/sample_3328.wav,audio,18516.9,0.908,5.94,172.3
../data/addr_000000/samples/audios/audio_out/chunk_64/sample_3392.wav,audio,18519.2,0.908,5.94,172.3
../data/addr_000000/samples/audios/audio_out/chunk_64/sample_3456.wav,audio,18520.1,0.908,5.94,172.3
../data/addr_000000/samples/audios/audio_out/chunk_64/sample_3520.wav,audio,18517.5,0.908,5.94,172.3
../data/addr_000000/samples/audios/audio_out/chunk_64/sample_3584.wav,audio,18507.5,0.908,5.94,172.3
../data/addr_000000/samples/audios/audio_out/chunk_64/sample_3648.wav,audio,18527.4,0.908,5.94,172.3
../data/addr_000000/samples/audios/audio_out/chunk_64/sample_3712.wav,audio,18518.7,0.908,5.94,172.3
../data/addr_000000/samples/audios/audio_out/chunk_64/sample_3776.wav,audio,18520.0,0.908,5.94,172.3
../data/addr_000000/samples/audios/audio_out/chunk_64/sample_3840.wav,audio,18516.9,0.908,5.94,172.3
../data/addr_000000/samples/audios/audio_out/chunk_64/sample_3904.wav,audio,18519.2,0.908,5.94,172.3
../data/addr_000000/samples/audios/audio_out/chunk_64/sample_3968.wav,audio,18520.1,0.908,5.94,172.3
../data/addr_000000/samples/audios/audio_out/chunk_128/sample_0.wav,audio,9512.8,0.845,3.5,86.1
../data/addr_000000/samples/audios/audio_out/chunk_128/sample_64.wav,audio,21206.0,0.751,3.25,86.1
../data/addr_000000/samples/audios/audio_out/chunk_128/sample_128.wav,audio,9495.6,0.303,1.76,2756.2
../data/addr_000000/samples/audios/audio_out/chunk_128/sample_192.wav,noise,8227.5,0.229,1.13,0
../data/addr_000000/samples/audios/audio_out/chunk_128/sample_256.wav,audio,5457.7,0.335,0.44,344.5
../data/addr_000000/samples/audios/audio_out/chunk_128/sample_320.wav,audio,18880.5,0.96,2.62,86.1
../data/addr_000000/samples/audios/audio_out/chunk_128/sample_384.wav,audio,18831.0,0.969,2.49,86.1
../data/addr_000000/samples/audios/audio_out/chunk_128/sample_448.wav,audio,28630.5,0.964,2.64,86.1
../data/addr_000000/samples/audios/audio_out/chunk_128/sample_512.wav,audio,9480.0,0.869,3.68,86.1
../data/addr_000000/samples/audios/audio_out/chunk_128/sample_576.wav,audio,21206.0,0.751,3.25,86.1
../data/addr_000000/samples/audios/audio_out/chunk_128/sample_640.wav,audio,9495.6,0.303,1.76,2756.2
../data/addr_000000/samples/audios/audio_out/chunk_128/sample_704.wav,noise,8227.5,0.229,1.13,0
../data/addr_000000/samples/audios/audio_out/chunk_128/sample_768.wav,audio,5457.7,0.335,0.44,344.5
../data/addr_000000/samples/audios/audio_out/chunk_128/sample_832.wav,audio,18880.5,0.96,2.62,86.1
../data/addr_000000/samples/audios/audio_out/chunk_128/sample_896.wav,audio,18831.0,0.969,2.49,86.1
../data/addr_000000/samples/audios/audio_out/chunk_128/sample_1984.wav,audio,32735.2,0.969,1.0,86.1
../data/addr_000000/samples/audios/audio_out/chunk_128/sample_2048.wav,noise,15970.5,-0.747,3.75,0
../data/addr_000000/samples/audios/audio_out/chunk_128/sample_2112.wav,noise,3356.8,-0.041,0.89,0
../data/addr_000000/samples/audios/audio_out/chunk_128/sample_2176.wav,noise,17863.4,-0.312,1.09,0
../data/addr_000000/samples/audios/audio_out/chunk_128/sample_2240.wav,noise,31422.6,-0.952,1.17,0
../data/addr_000000/samples/audios/audio_out/chunk_128/sample_2304.wav,noise,32522.5,-1.0,1.0,0
../data/addr_000000/samples/audios/audio_out/chunk_128/sample_2368.wav,noise,9730.4,-0.437,1.21,0
../data/addr_000000/samples/audios/audio_out/chunk_128/sample_2432.wav,noise,5335.5,-0.062,0.49,0
../data/addr_000000/samples/audios/audio_out/chunk_128/sample_2496.wav,noise,14315.5,-0.284,1.9,0
../data/addr_000000/samples/audios/audio_out/chunk_128/sample_2560.wav,noise,15970.5,-0.747,3.75,0
../data/addr_000000/samples/audios/audio_out/chunk_128/sample_2624.wav,noise,3356.8,-0.041,0.89,0
../data/addr_000000/samples/audios/audio_out/chunk_128/sample_2688.wav,noise,17863.4,-0.312,1.09,0
../data/addr_000000/samples/audios/audio_out/chunk_128/sample_2752.wav,noise,31422.6,-0.952,1.17,0
../data/addr_000000/samples/audios/audio_out/chunk_128/sample_2816.wav,noise,32522.5,-1.0,1.0,0
../data/addr_000000/samples/audios/audio_out/chunk_128/sample_2880.wav,noise,9730.4,-0.437,1.21,0
../data/addr_000000/samples/audios/audio_out/chunk_128/sample_2944.wav,noise,5335.5,-0.062,0.49,0
../data/addr_000000/samples/audios/audio_out/chunk_128/sample_3008.wav,audio,26626.8,0.968,2.88,86.1
../data/addr_000000/samples/audios/audio_out/chunk_128/sample_3072.wav,audio,17702.9,0.953,5.96,86.1
../data/addr_000000/samples/audios/audio_out/chunk_128/sample_3136.wav,audio,17698.1,0.953,5.96,86.1
../data/addr_000000/samples/audios/audio_out/chunk_128/sample_3200.wav,audio,17698.2,0.953,5.96,86.1
../data/addr_000000/samples/audios/audio_out/chunk_128/sample_3264.wav,audio,17697.3,0.953,5.96,86.1
../data/addr_000000/samples/audios/audio_out/chunk_128/sample_3328.wav,audio,17697.9,0.953,5.96,86.1
../data/addr_000000/samples/audios/audio_out/chunk_128/sample_3392.wav,audio,17698.7,0.953,5.96,86.1
../data/addr_000000/samples/audios/audio_out/chunk_128/sample_3456.wav,audio,17697.4,0.953,5.96,86.1
../data/addr_000000/samples/audios/audio_out/chunk_128/sample_3520.wav,audio,25497.1,0.968,3.86,86.1
../data/addr_000000/samples/audios/audio_out/chunk_128/sample_3584.wav,audio,17702.9,0.953,5.96,86.1
../data/addr_000000/samples/audios/audio_out/chunk_128/sample_3648.wav,audio,17698.1,0.953,5.96,86.1
../data/addr_000000/samples/audios/audio_out/chunk_128/sample_3712.wav,audio,17698.2,0.953,5.96,86.1
../data/addr_000000/samples/audios/audio_out/chunk_128/sample_3776.wav,audio,17697.3,0.953,5.96,86.1
../data/addr_000000/samples/audios/audio_out/chunk_128/sample_3840.wav,audio,17697.9,0.953,5.96,86.1
../data/addr_000000/samples/audios/audio_out/chunk_128/sample_3904.wav,audio,17698.7,0.953,5.96,86.1
