file,class,std,autocorr,entropy,f0
../data/addr_000010/samples/audios/raw_audio/1_raw_audio_0000010.wav,audio,14742.5,0.627,4.7,97.7
../data/addr_000010/samples/audios/raw_audio/2_raw_audio_0000010.wav,audio,14974.8,0.456,4.99,10210.6
../data/addr_000010/samples/audios/audio_out/chunk_64/sample_0.wav,audio,9271.0,0.416,0.74,689.1
../data/addr_000010/samples/audios/audio_out/chunk_64/sample_64.wav,audio,11728.5,0.571,1.08,689.1
../data/addr_000010/samples/audios/audio_out/chunk_64/sample_128.wav,audio,16191.1,0.666,2.15,689.1
../data/addr_000010/samples/audios/audio_out/chunk_64/sample_192.wav,audio,16288.3,0.668,1.83,172.3
../data/addr_000010/samples/audios/audio_out/chunk_64/sample_256.wav,audio,22013.6,0.757,2.46,689.1
../data/addr_000010/samples/audios/audio_out/chunk_64/sample_320.wav,audio,16402.5,0.681,1.76,689.1
../data/addr_000010/samples/audios/audio_out/chunk_64/sample_384.wav,audio,16382.0,0.712,3.21,689.1
../data/addr_000010/samples/audios/audio_out/chunk_64/sample_448.wav,audio,15469.8,0.647,1.88,689.1
../data/addr_000010/samples/audios/audio_out/chunk_64/sample_512.wav,audio,9271.0,0.416,0.74,689.1
../data/addr_000010/samples/audios/audio_out/chunk_64/sample_576.wav,audio,11728.5,0.571,1.08,689.1
../data/addr_000010/samples/audios/audio_out/chunk_64/sample_640.wav,audio,16191.1,0.666,2.15,689.1
../data/addr_000010/samples/audios/audio_out/chunk_64/sample_704.wav,audio,16288.3,0.668,1.83,172.3
../data/addr_000010/samples/audios/audio_out/chunk_64/sample_768.wav,audio,22013.6,0.757,2.46,689.1
../data/addr_000010/samples/audios/audio_out/chunk_64/sample_832.wav,audio,16402.5,0.681,1.76,689.1
../data/addr_000010/samples/audios/audio_out/chunk_64/sample_896.wav,audio,16382.0,0.712,3.21,689.1
../data/addr_000010/samples/audios/audio_out/chunk_64/sample_960.wav,audio,15469.8,0.647,1.88,689.1
../data/addr_000010/samples/audios/audio_out/chunk_64/sample_1024.wav,audio,16541.4,0.728,2.3,689.1
../data/addr_000010/samples/audios/audio_out/chunk_64/sample_1088.wav,audio,13125.9,0.565,1.33,689.1
../data/addr_000010/samples/audios/audio_out/chunk_64/sample_1152.wav,audio,9671.0,0.453,0.53,689.1
../data/addr_000010/samples/audios/audio_out/chunk_64/sample_1216.wav,audio,9710.2,0.563,0.85,689.1
../data/addr_000010/samples/audios/audio_out/chunk_64/sample_1280.wav,audio,10118.7,0.526,0.7,689.1
../data/addr_000010/samples/audios/audio_out/chunk_64/sample_1344.wav,audio,7012.9,0.311,0.43,344.5
../data/addr_000010/samples/audios/audio_out/chunk_64/sample_1408.wav,noise,5673.1,-0.019,0.35,0
../data/addr_000010/samples/audios/audio_out/chunk_64/sample_1472.wav,audio,10079.0,0.704,0.89,344.5
../data/addr_000010/samples/audios/audio_out/chunk_64/sample_1536.wav,audio,16541.4,0.728,2.3,689.1
../data/addr_000010/samples/audios/audio_out/chunk_64/sample_1600.wav,audio,13125.9,0.565,1.33,689.1
../data/addr_000010/samples/audios/audio_out/chunk_64/sample_1664.wav,audio,9671.0,0.453,0.53,689.1
../data/addr_000010/samples/audios/audio_out/chunk_64/sample_1728.wav,audio,9710.2,0.563,0.85,689.1
../data/addr_000010/samples/audios/audio_out/chunk_64/sample_1792.wav,audio,10118.7,0.526,0.7,689.1
../data/addr_000010/samples/audios/audio_out/chunk_64/sample_1856.wav,audio,7012.9,0.311,0.43,344.5
../data/addr_000010/samples/audios/audio_out/chunk_64/sample_1920.wav,noise,5673.1,-0.019,0.35,0
../data/addr_000010/samples/audios/audio_out/chunk_64/sample_1984.wav,audio,10079.0,0.704,0.89,344.5
../data/addr_000010/samples/audios/audio_out/chunk_64/sample_2048.wav,noise,9348.9,-0.444,3.14,0
../data/addr_000010/samples/audios/audio_out/chunk_64/sample_2112.wav,noise,11403.7,-0.34,3.47,0
../data/addr_000010/samples/audios/audio_out/chunk_64/sample_2176.wav,noise,13550.2,-0.384,3.22,0
../data/addr_000010/samples/audios/audio_out/chunk_64/sample_2240.wav,noise,14373.0,-0.321,3.32,0
../data/addr_000010/samples/audios/audio_out/chunk_64/sample_2304.wav,noise,23423.0,-0.648,3.43,0
../data/addr_000010/samples/audios/audio_out/chunk_64/sample_2368.wav,noise,20829.9,-0.482,3.96,0
../data/addr_000010/samples/audios/audio_out/chunk_64/sample_2432.wav,noise,13463.0,-0.276,3.89,0
../data/addr_000010/samples/audios/audio_out/chunk_64/sample_2496.wav,noise,14473.0,-0.302,3.63,0
../data/addr_000010/samples/audios/audio_out/chunk_64/sample_2560.wav,noise,9348.9,-0.444,3.14,0
../data/addr_000010/samples/audios/audio_out/chunk_64/sample_2624.wav,noise,11403.7,-0.34,3.47,0
../data/addr_000010/samples/audios/audio_out/chunk_64/sample_2688.wav,noise,13550.2,-0.384,3.22,0
../data/addr_000010/samples/audios/audio_out/chunk_64/sample_2752.wav,noise,14373.0,-0.321,3.32,0
../data/addr_000010/samples/audios/audio_out/chunk_64/sample_2816.wav,noise,23423.0,-0.648,3.43,0
../data/addr_000010/samples/audios/audio_out/chunk_64/sample_2880.wav,noise,20829.9,-0.482,3.96,0
../data/addr_000010/samples/audios/audio_out/chunk_64/sample_2944.wav,noise,13463.0,-0.276,3.89,0
../data/addr_000010/samples/audios/audio_out/chunk_64/sample_3008.wav,noise,14473.0,-0.302,3.63,0
../data/addr_000010/samples/audios/audio_out/chunk_64/sample_3072.wav,audio,11934.6,0.641,2.8,172.3
../data/addr_000010/samples/audios/audio_out/chunk_64/sample_3136.wav,audio,8786.6,0.633,2.14,516.8
../data/addr_000010/samples/audios/audio_out/chunk_128/sample_0.wav,audio,10419.3,0.513,1.01,689.1
../data/addr_000010/samples/audios/audio_out/chunk_128/sample_64.wav,audio,13620.6,0.634,1.77,689.1
../data/addr_000010/samples/audios/audio_out/chunk_128/sample_128.wav,audio,15510.5,0.668,2.21,689.1
../data/addr_000010/samples/audios/audio_out/chunk_128/sample_192.wav,audio,18386.6,0.733,2.42,689.1
../data/addr_000010/samples/audios/audio_out/chunk_128/sample_256.wav,audio,18805.7,0.729,2.32,689.1
../data/addr_000010/samples/audios/audio_out/chunk_128/sample_320.wav,audio,16389.1,0.698,2.64,689.1
../data/addr_000010/samples/audios/audio_out/chunk_128/sample_384.wav,audio,16001.9,0.684,2.76,689.1
../data/addr_000010/samples/audios/audio_out/chunk_128/sample_448.wav,audio,12495.8,0.592,1.47,689.1
../data/addr_000010/samples/audios/audio_out/chunk_128/sample_512.wav,audio,10419.3,0.513,1.01,689.1
../data/addr_000010/samples/audios/audio_out/chunk_128/sample_576.wav,audio,13620.6,0.634,1.77,689.1
../data/addr_000010/samples/audios/audio_out/chunk_128/sample_640.wav,audio,15510.5,0.668,2.21,689.1
../data/addr_000010/samples/audios/audio_out/chunk_128/sample_704.wav,audio,18386.6,0.733,2.42,689.1
../data/addr_000010/samples/audios/audio_out/chunk_128/sample_768.wav,audio,18805.7,0.729,2.32,689.1
../data/addr_000010/samples/audios/audio_out/chunk_128/sample_832.wav,audio,16389.1,0.698,2.64,689.1
../data/addr_000010/samples/audios/audio_out/chunk_128/sample_896.wav,audio,16001.9,0.684,2.76,689.1
../data/addr_000010/samples/audios/audio_out/chunk_128/sample_960.wav,audio,15602.8,0.687,2.44,689.1
../data/addr_000010/samples/audios/audio_out/chunk_128/sample_1024.wav,audio,14726.8,0.667,2.08,689.1
../data/addr_000010/samples/audios/audio_out/chunk_128/sample_1088.wav,audio,10886.1,0.523,1.1,689.1
../data/addr_000010/samples/audios/audio_out/chunk_128/sample_1152.wav,audio,9685.5,0.508,0.77,689.1
../data/addr_000010/samples/audios/audio_out/chunk_128/sample_1216.wav,audio,9588.2,0.545,0.84,689.1
../data/addr_000010/samples/audios/audio_out/chunk_128/sample_1280.wav,audio,8449.0,0.453,0.63,689.1
../data/addr_000010/samples/audios/audio_out/chunk_128/sample_1344.wav,noise,6116.3,0.196,0.44,0
../data/addr_000010/samples/audios/audio_out/chunk_128/sample_1408.wav,audio,7862.8,0.557,0.69,344.5
../data/addr_000010/samples/audios/audio_out/chunk_128/sample_1472.wav,audio,13068.3,0.742,1.89,689.1
../data/addr_000010/samples/audios/audio_out/chunk_128/sample_1536.wav,audio,14726.8,0.667,2.08,689.1
